"Name","Season","Games","PA","PA_G","wRC","wRC_plus","VOL","expectedVOL","corrVOL"
"Willie Horton",1978,114,425,3.7,41.2,91,0.704,0.669,105.3
"Willie Horton",1979,162,696,4.3,91.7,108,0.642,0.627,102.4
"Dave Hostetler",1982,113,466,4.1,53.4,100,0.681,0.649,104.9
"Paul Householder",1982,129,456,3.5,29.9,59,0.728,0.695,104.8
"Paul Householder",1983,120,427,3.6,48.4,98,0.689,0.664,103.8
"David Howard",1996,136,485,3.6,32.4,52,0.692,0.695,99.6
"Thomas Howard",1991,102,309,3,28.7,84,0.696,0.683,101.9
"Thomas Howard",1992,112,391,3.5,33.6,83,0.686,0.679,101
"Thomas Howard",1993,109,348,3.2,35.7,83,0.701,0.676,103.6
"Thomas Howard",1995,110,304,2.8,38.6,101,0.654,0.676,96.7
"Thomas Howard",1996,117,386,3.3,42.2,89,0.671,0.672,99.8
"Thomas Howard",1997,107,286,2.7,28.2,84,0.696,0.689,101.1
"Wilbur Howard",1975,114,419,3.7,42.7,97,0.676,0.667,101.4
"Art Howe",1977,124,463,3.7,53.6,107,0.646,0.658,98.1
"Art Howe",1978,118,462,3.9,59.1,125,0.59,0.646,91.4
"Art Howe",1979,116,398,3.4,37,89,0.696,0.678,102.7
"Art Howe",1980,107,364,3.4,46.5,127,0.678,0.659,102.8
"Art Howe",1981,103,406,3.9,50.4,125,0.631,0.648,97.4
"Art Howe",1982,110,415,3.8,29.8,80,0.667,0.681,98
"Jack Howell",1987,136,511,3.8,68.2,109,0.64,0.646,99.1
"Jack Howell",1988,151,558,3.7,65.5,108,0.693,0.659,105.1
"Jack Howell",1989,143,533,3.7,58,102,0.664,0.664,99.9
"Jack Howell",1990,101,366,3.6,38.2,97,0.654,0.665,98.3
"Roy Howell",1975,125,430,3.4,44.6,96,0.696,0.673,103.4
"Roy Howell",1976,139,531,3.8,46.9,90,0.654,0.676,96.8
"Roy Howell",1977,103,431,4.2,60.8,119,0.65,0.632,102.8
"Roy Howell",1978,140,601,4.3,63.5,94,0.617,0.651,94.8
"Roy Howell",1979,138,563,4.1,61.6,88,0.656,0.654,100.4
"Roy Howell",1980,142,592,4.2,68.6,99,0.625,0.646,96.7
"Kent Hrbek",1982,140,591,4.2,86,124,0.592,0.622,95.2
"Kent Hrbek",1983,141,582,4.1,89.7,128,0.595,0.618,96.3
"Kent Hrbek",1984,149,635,4.3,103.8,141,0.592,0.603,98.2
"Kent Hrbek",1985,155,666,4.3,88.2,111,0.648,0.627,103.3
"Kent Hrbek",1986,148,634,4.3,91.4,119,0.641,0.619,103.6
"Kent Hrbek",1987,142,566,4,97.8,138,0.571,0.609,93.8
"Kent Hrbek",1988,142,586,4.1,99.2,146,0.605,0.606,99.8
"Kent Hrbek",1989,108,434,4,70.3,141,0.583,0.624,93.4
"Kent Hrbek",1990,142,578,4.1,87.2,132,0.602,0.622,96.8
"Kent Hrbek",1991,131,534,4.1,80.9,127,0.571,0.623,91.6
"Kent Hrbek",1992,111,470,4.2,57.7,112,0.597,0.641,93.1
"Kent Hrbek",1993,121,471,3.9,66.8,118,0.648,0.637,101.7
"Glenn Hubbard",1980,116,487,4.2,51.6,90,0.629,0.653,96.4
"Glenn Hubbard",1982,145,618,4.3,57.3,87,0.665,0.662,100.4
"Glenn Hubbard",1983,146,592,4.1,69.2,100,0.624,0.648,96.2
"Glenn Hubbard",1984,120,461,3.8,50.8,95,0.68,0.659,103.2
"Glenn Hubbard",1985,137,512,3.7,45.9,76,0.656,0.677,96.9
"Glenn Hubbard",1986,140,488,3.5,40.2,72,0.665,0.688,96.7
"Glenn Hubbard",1987,139,533,3.8,62.8,96,0.645,0.655,98.5
"Tim Hulett",1985,129,437,3.4,46.7,89,0.675,0.673,100.3
"Tim Hulett",1986,143,552,3.9,45.5,67,0.684,0.68,100.6
"David Hulse",1993,110,441,4,47.1,91,0.62,0.656,94.5
"David Hulse",1995,107,364,3.4,27.5,57,0.701,0.685,102.4
"Terry Humphrey",1977,115,339,2.9,20.8,61,0.663,0.702,94.4
"Ron Hunt",1974,127,513,4,55,96,0.657,0.656,100.1
"Clint Hurdle",1978,131,481,3.7,59.2,111,0.636,0.655,97.1
"Clint Hurdle",1980,124,438,3.5,59.2,118,0.657,0.652,100.7
"Butch Huskey",1996,118,445,3.8,53,98,0.648,0.655,99
"Butch Huskey",1997,141,505,3.6,67.4,111,0.678,0.651,104.1
"Butch Huskey",1998,111,402,3.6,40.2,85,0.682,0.669,102
"Butch Huskey",1999,118,423,3.6,60.6,110,0.674,0.646,104.3
"Butch Huskey",2000,107,356,3.3,43.9,84,0.689,0.663,103.8
"Jeff Huson",1990,135,454,3.4,36.7,74,0.642,0.69,93.1
"Jeff Huson",1991,109,317,2.9,25.3,74,0.694,0.692,100.2
"Jeff Huson",1992,112,374,3.3,39.1,100,0.648,0.673,96.3
"Pete Incaviglia",1986,152,606,4,80.3,108,0.65,0.638,101.9
"Pete Incaviglia",1987,139,563,4.1,82.7,114,0.649,0.626,103.7
"Pete Incaviglia",1988,115,467,4.1,63.1,118,0.644,0.637,101.1
"Pete Incaviglia",1989,132,495,3.8,61.3,107,0.663,0.652,101.6
"Pete Incaviglia",1990,153,587,3.8,65.3,99,0.689,0.66,104.4
"Pete Incaviglia",1992,112,379,3.4,45.9,116,0.651,0.663,98.1
"Pete Incaviglia",1993,116,402,3.5,60,120,0.674,0.646,104.3
"Pete Incaviglia",1996,111,337,3,43.3,100,0.719,0.669,107.5
"Dane Iorg",1980,103,275,2.7,36.3,118,0.71,0.675,105.1
"Dane Iorg",1982,101,264,2.6,29.3,101,0.671,0.684,98.1
"Garth Iorg",1982,128,442,3.5,41.6,77,0.661,0.678,97.5
"Garth Iorg",1983,117,394,3.4,36.8,78,0.664,0.679,97.9
"Garth Iorg",1984,101,257,2.5,14.2,45,0.695,0.705,98.6
"Garth Iorg",1985,113,312,2.8,45,122,0.652,0.669,97.4
"Garth Iorg",1986,123,351,2.9,33,78,0.666,0.691,96.4
"Garth Iorg",1987,110,342,3.1,18.4,45,0.711,0.701,101.5
"Mike Ivie",1975,106,411,3.9,36.6,86,0.69,0.668,103.2
"Mike Ivie",1976,128,446,3.5,53.6,119,0.666,0.662,100.6
"Mike Ivie",1977,133,535,4,58.8,99,0.691,0.655,105.5
"Mike Ivie",1978,117,352,3,49.7,135,0.656,0.664,98.8
"Mike Ivie",1979,129,455,3.5,74.7,146,0.653,0.635,102.9
"Bo Jackson",1987,115,434,3.8,52.3,95,0.679,0.654,103.9
"Bo Jackson",1988,122,468,3.8,55.9,107,0.643,0.653,98.4
"Bo Jackson",1989,135,561,4.2,75.9,121,0.641,0.632,101.4
"Bo Jackson",1990,111,456,4.1,71.8,140,0.638,0.623,102.4
"Darrin Jackson",1991,121,394,3.3,52.5,119,0.704,0.661,106.5
"Darrin Jackson",1992,155,628,4.1,58.1,87,0.694,0.669,103.8
"Darrin Jackson",1994,101,403,4,57.6,114,0.631,0.637,99.1
"Reggie Jackson",1974,148,604,4.1,95.4,160,0.637,0.615,103.6
"Reggie Jackson",1975,157,669,4.3,98.7,139,0.637,0.615,103.7
"Reggie Jackson",1976,134,558,4.2,85.4,156,0.587,0.619,94.9
"Reggie Jackson",1977,146,606,4.2,105.8,153,0.587,0.599,98
"Reggie Jackson",1978,139,581,4.2,87.1,138,0.635,0.619,102.5
"Reggie Jackson",1979,131,537,4.1,95.9,150,0.575,0.604,95.3
"Reggie Jackson",1980,143,601,4.2,112.9,169,0.593,0.588,100.9
"Reggie Jackson",1982,153,621,4.1,102.5,145,0.604,0.608,99.3
"Reggie Jackson",1983,116,458,3.9,38.5,74,0.657,0.672,97.8
"Reggie Jackson",1984,143,584,4.1,62.4,95,0.664,0.656,101.3
"Reggie Jackson",1985,143,541,3.8,79.3,129,0.681,0.635,107.2
"Reggie Jackson",1986,132,517,3.9,69.3,117,0.679,0.641,105.9
"Reggie Jackson",1987,115,374,3.3,40.3,90,0.687,0.673,102
"Ron Jackson",1976,123,454,3.7,40,91,0.684,0.676,101.2
"Ron Jackson",1977,102,322,3.2,31.4,91,0.691,0.678,102
"Ron Jackson",1978,105,418,4,51.6,117,0.647,0.647,100
"Ron Jackson",1979,159,653,4.1,81.6,103,0.635,0.64,99.2
"Ron Jackson",1980,125,434,3.5,44.5,88,0.656,0.672,97.5
"Ron Jackson",1983,101,379,3.8,33.6,77,0.677,0.67,101
"Brook Jacoby",1984,125,483,3.9,50.5,88,0.633,0.662,95.7
"Brook Jacoby",1985,161,662,4.1,80.9,102,0.629,0.642,97.9
"Brook Jacoby",1986,157,641,4.1,87.1,113,0.622,0.631,98.5
"Brook Jacoby",1987,155,620,4,113.2,144,0.595,0.596,99.8
"Brook Jacoby",1988,150,606,4,55,78,0.657,0.671,98
"Brook Jacoby",1989,147,592,4,77.1,114,0.625,0.639,97.8
"Brook Jacoby",1990,155,624,4,84.8,121,0.626,0.634,98.7
"Brook Jacoby",1991,120,453,3.8,31.4,62,0.683,0.685,99.7
"Brook Jacoby",1992,105,327,3.1,29.7,84,0.692,0.683,101.4
"John Jaha",1993,150,582,3.9,71.5,102,0.649,0.649,99.9
"John Jaha",1996,148,636,4.3,120.5,134,0.584,0.58,100.7
"John Jaha",1999,142,570,4,111,149,0.616,0.591,104.2
"Chris James",1987,108,391,3.6,62.5,124,0.637,0.637,100
"Chris James",1988,149,605,4.1,59.8,89,0.669,0.663,100.9
"Chris James",1989,132,516,3.9,46.7,85,0.669,0.671,99.7
"Chris James",1990,139,569,4.1,74.7,116,0.597,0.637,93.7
"Chris James",1991,115,463,4,33.3,62,0.68,0.678,100.3
"Chris James",1992,110,267,2.4,23.9,87,0.708,0.699,101.4
"Dion James",1984,124,431,3.5,50.8,106,0.633,0.663,95.4
"Dion James",1987,134,574,4.3,94.5,128,0.579,0.606,95.6
"Dion James",1988,127,449,3.5,50.1,102,0.639,0.666,95.9
"Dion James",1989,133,471,3.5,55.4,106,0.68,0.663,102.6
"Dion James",1993,112,378,3.4,61.3,135,0.586,0.643,91.2
"Stan Javier",1988,119,440,3.7,39,85,0.695,0.675,103
"Stan Javier",1989,105,348,3.3,31.4,87,0.655,0.679,96.5
"Stan Javier",1990,117,357,3.1,46.3,119,0.636,0.668,95.2
"Stan Javier",1991,106,197,1.9,12.1,60,0.693,0.715,96.9
"Stan Javier",1992,121,379,3.1,34.4,87,0.687,0.686,100.1
"Stan Javier",1994,107,480,4.5,58.9,100,0.658,0.635,103.6
"Stan Javier",1995,127,504,4,60.3,98,0.669,0.649,103.1
"Stan Javier",1997,135,510,3.8,66.5,108,0.65,0.647,100.4
"Stan Javier",1998,134,490,3.7,63.4,110,0.682,0.652,104.7
"Stan Javier",1999,127,446,3.5,46.1,86,0.696,0.672,103.6
"Stan Javier",2000,104,392,3.8,46.6,95,0.672,0.655,102.7
"Gregg Jefferies",1989,140,559,4,59.1,103,0.69,0.659,104.7
"Gregg Jefferies",1990,153,659,4.3,86.2,116,0.623,0.629,99.1
"Gregg Jefferies",1991,136,539,4,62.2,104,0.619,0.652,94.9
"Gregg Jefferies",1992,152,657,4.3,75.6,101,0.655,0.642,102
"Gregg Jefferies",1993,142,612,4.3,104.5,143,0.602,0.598,100.7
"Gregg Jefferies",1994,103,447,4.3,69.3,128,0.617,0.62,99.5
"Gregg Jefferies",1995,114,521,4.6,69.8,108,0.617,0.624,98.8
"Gregg Jefferies",1996,104,446,4.3,53,95,0.604,0.642,94
"Gregg Jefferies",1997,130,531,4.1,57.9,87,0.659,0.653,100.8
"Gregg Jefferies",1998,144,592,4.1,68.9,92,0.687,0.648,106.1
"Reggie Jefferson",1993,113,403,3.6,37.4,81,0.714,0.674,106
"Reggie Jefferson",1996,121,418,3.5,80.3,140,0.639,0.622,102.7
"Reggie Jefferson",1997,136,524,3.9,74.6,112,0.615,0.636,96.6
"Stan Jefferson",1987,115,469,4.1,39.6,70,0.681,0.669,101.9
"Steve Jeltz",1986,141,510,3.6,35.6,61,0.661,0.694,95.3
"Steve Jeltz",1987,106,337,3.2,28,67,0.645,0.685,94.2
"Steve Jeltz",1988,141,450,3.2,24,54,0.686,0.712,96.4
"Steve Jeltz",1989,110,315,2.9,32.8,101,0.707,0.683,103.5
"Houston Jimenez",1984,103,317,3.1,12.2,28,0.683,0.705,96.9
"Alex Johnson",1974,124,514,4.1,54.5,101,0.622,0.654,95.1
"Alex Johnson",1976,124,457,3.7,42.6,84,0.687,0.673,102.1
"Cliff Johnson",1975,122,393,3.2,62.8,149,0.664,0.648,102.4
"Cliff Johnson",1976,106,384,3.6,49.1,124,0.652,0.654,99.7
"Cliff Johnson",1977,105,339,3.2,67.4,173,0.603,0.632,95.5
"Cliff Johnson",1979,100,350,3.5,52.9,128,0.656,0.646,101.6
"Cliff Johnson",1980,122,430,3.5,45.9,94,0.703,0.669,105.1
"Cliff Johnson",1983,141,484,3.4,74.2,131,0.65,0.644,101
"Cliff Johnson",1984,127,415,3.3,70.7,144,0.619,0.64,96.7
"Cliff Johnson",1985,106,417,3.9,52,104,0.628,0.648,96.9
"Cliff Johnson",1986,106,394,3.7,54.6,115,0.651,0.646,100.8
"Davey Johnson",1974,136,540,4,66.7,107,0.583,0.646,90.2
"Deron Johnson",1974,110,389,3.5,20.8,54,0.699,0.695,100.6
"Deron Johnson",1975,151,620,4.1,65.2,92,0.664,0.657,101.1
"Howard Johnson",1984,115,402,3.5,46.4,102,0.637,0.664,96
"Howard Johnson",1985,124,428,3.5,39.8,90,0.693,0.678,102.2
"Howard Johnson",1987,157,645,4.1,95.8,129,0.623,0.62,100.5
"Howard Johnson",1988,148,594,4,66.2,118,0.665,0.654,101.6
"Howard Johnson",1989,153,655,4.3,114.8,166,0.587,0.591,99.4
"Howard Johnson",1990,154,668,4.3,77,106,0.648,0.642,101
"Howard Johnson",1991,156,658,4.2,100.1,140,0.651,0.613,106.2
"Howard Johnson",1992,100,410,4.1,40,93,0.65,0.659,98.7
"Jay Johnstone",1975,122,398,3.3,59.8,134,0.619,0.652,95
"Jay Johnstone",1976,129,491,3.8,71.6,132,0.592,0.637,93
"Jay Johnstone",1977,110,411,3.7,58.3,119,0.648,0.643,100.7
"Jay Johnstone",1980,106,279,2.6,37.6,126,0.69,0.676,102
"Jay Johnstone",1982,114,332,2.9,37,101,0.704,0.68,103.5
"Lamar Johnson",1977,117,401,3.4,59.4,126,0.682,0.648,105.2
"Lamar Johnson",1978,143,551,3.9,59.6,98,0.66,0.661,99.9
"Lamar Johnson",1979,132,526,4,77.1,120,0.583,0.63,92.6
"Lamar Johnson",1980,147,596,4.1,69.6,102,0.653,0.649,100.7
"Lamar Johnson",1982,105,358,3.4,38.2,94,0.684,0.669,102.2
"Lance Johnson",1990,149,587,3.9,58.2,90,0.649,0.666,97.4
"Lance Johnson",1991,158,624,3.9,55.5,80,0.669,0.676,99
"Lance Johnson",1992,156,611,3.9,59.4,91,0.652,0.669,97.4
"Lance Johnson",1993,145,579,4,72.9,106,0.566,0.644,87.9
"Lance Johnson",1994,106,443,4.2,46.3,84,0.646,0.653,98.9
"Lance Johnson",1995,141,645,4.6,81.7,102,0.668,0.625,106.9
"Lance Johnson",1996,160,724,4.5,106.4,122,0.597,0.605,98.7
"Lance Johnson",1997,110,454,4.1,61.9,111,0.629,0.636,99
"Cleon Jones",1974,123,510,4.1,65.4,119,0.624,0.639,97.6
"Ruppert Jones",1977,160,664,4.2,83.9,108,0.624,0.637,98
"Ruppert Jones",1978,129,541,4.2,47.5,82,0.672,0.666,100.9
"Ruppert Jones",1979,162,716,4.4,100.2,115,0.619,0.615,100.7
"Ruppert Jones",1981,104,451,4.3,45.8,100,0.615,0.652,94.3
"Ruppert Jones",1982,115,493,4.3,64.8,128,0.632,0.634,99.8
"Ruppert Jones",1983,120,372,3.1,38.4,96,0.69,0.68,101.4
"Ruppert Jones",1985,124,456,3.7,58.3,113,0.685,0.652,105
"Ruppert Jones",1986,126,471,3.7,57.9,109,0.673,0.654,102.9
"Tracy Jones",1987,115,390,3.4,51.1,100,0.706,0.658,107.3
"Kevin Jordan",1998,111,261,2.4,23.1,69,0.677,0.7,96.7
"Kevin Jordan",1999,117,380,3.2,43.3,84,0.701,0.671,104.4
"Kevin Jordan",2000,108,358,3.3,20.4,42,0.716,0.695,103
"Ricky Jordan",1989,142,559,3.9,63.3,103,0.631,0.655,96.3
"Ricky Jordan",1991,101,322,3.2,39,108,0.688,0.667,103.1
"Mike Jorgensen",1974,121,366,3,65.4,159,0.617,0.646,95.5
"Mike Jorgensen",1975,142,535,3.8,74.8,122,0.657,0.641,102.5
"Mike Jorgensen",1976,119,399,3.4,41.1,94,0.701,0.674,104
"Mike Jorgensen",1980,112,368,3.3,39.1,102,0.656,0.673,97.5
"Von Joshua",1975,128,545,4.3,77.6,121,0.599,0.625,95.9
"Von Joshua",1976,149,611,4.1,51,81,0.665,0.675,98.6
"Von Joshua",1977,141,566,4,49.7,77,0.709,0.672,105.5
"Wally Joyner",1986,154,674,4.4,88.7,116,0.624,0.625,99.8
"Wally Joyner",1987,148,653,4.4,103.5,132,0.635,0.602,105.5
"Wally Joyner",1988,158,663,4.2,83.5,116,0.628,0.636,98.7
"Wally Joyner",1989,158,654,4.1,81,113,0.63,0.64,98.4
"Wally Joyner",1991,143,611,4.3,93.9,132,0.618,0.612,100.9
"Wally Joyner",1992,146,633,4.3,72.9,101,0.644,0.642,100.3
"Wally Joyner",1993,139,573,4.1,82.3,121,0.618,0.627,98.6
"Wally Joyner",1995,130,550,4.2,80.6,117,0.617,0.623,99.1
"Wally Joyner",1996,119,510,4.3,68.8,116,0.619,0.631,98.1
"Wally Joyner",1997,135,518,3.8,82.6,134,0.595,0.626,95.1
"Wally Joyner",1998,129,494,3.8,69.8,121,0.634,0.639,99.2
"Wally Joyner",1999,105,386,3.7,42.5,92,0.67,0.661,101.3
"Wally Joyner",2000,114,260,2.3,32.6,96,0.673,0.69,97.5
"Al Kaline",1974,147,630,4.3,75.1,106,0.596,0.64,93.1
"Ron Karkovice",1992,121,381,3.1,39.5,97,0.683,0.68,100.5
"Ron Karkovice",1993,125,453,3.6,46.1,91,0.701,0.67,104.7
"Ron Karkovice",1995,108,382,3.5,37.7,83,0.722,0.671,107.6
"Ron Karkovice",1996,102,389,3.8,28.8,60,0.678,0.677,100.2
"Bob Kearney",1983,103,328,3.2,33.4,94,0.683,0.676,101.1
"Bob Kearney",1984,129,464,3.6,31.9,59,0.689,0.691,99.7
"Bob Kearney",1985,101,326,3.2,26.5,70,0.697,0.684,101.9
"Mick Kelleher",1976,116,363,3.1,18.4,43,0.671,0.705,95.2
"Pat Kelly",1974,120,476,4,56.3,108,0.643,0.65,98.9
"Pat Kelly",1975,132,538,4.1,68.9,115,0.601,0.64,93.9
"Pat Kelly",1976,106,366,3.5,44.7,117,0.641,0.66,97.1
"Pat Kelly",1977,115,426,3.7,47.7,107,0.637,0.661,96.4
"Pat Kelly",1992,103,364,3.5,34.6,92,0.656,0.672,97.6
"Pat Kelly",1993,125,451,3.6,47.3,91,0.668,0.668,100
"Roberto Kelly",1989,137,498,3.6,67.2,124,0.616,0.649,94.9
"Roberto Kelly",1990,161,687,4.3,82.5,106,0.622,0.639,97.4
"Roberto Kelly",1991,126,543,4.3,72.2,114,0.634,0.631,100.5
"Roberto Kelly",1992,149,640,4.3,66.7,99,0.63,0.652,96.6
"Roberto Kelly",1994,110,476,4.3,62.4,102,0.638,0.634,100.7
"Roberto Kelly",1995,134,540,4,50.8,82,0.66,0.666,99.1
"Roberto Kelly",1997,104,398,3.8,54.1,106,0.635,0.644,98.5
"Steve Kemp",1977,151,636,4.2,82.5,108,0.644,0.633,101.7
"Steve Kemp",1978,159,686,4.3,93,121,0.568,0.623,91.1
"Steve Kemp",1979,134,570,4.3,104.8,149,0.616,0.592,104
"Steve Kemp",1980,135,591,4.4,91.6,131,0.627,0.61,102.8
"Steve Kemp",1981,105,447,4.3,63.7,136,0.591,0.629,94
"Steve Kemp",1982,160,679,4.2,96.5,122,0.581,0.62,93.7
"Steve Kemp",1983,109,419,3.8,47,101,0.664,0.657,101.1
"Fred Kendall",1974,139,479,3.4,41.2,84,0.704,0.686,102.6
"Fred Kendall",1976,144,505,3.5,38.1,77,0.661,0.693,95.4
"Junior Kennedy",1980,102,385,3.8,33.6,82,0.674,0.671,100.5
"Terry Kennedy",1981,101,412,4.1,44.7,109,0.632,0.653,96.8
"Terry Kennedy",1982,153,604,3.9,80.4,128,0.645,0.639,100.9
"Terry Kennedy",1983,149,612,4.1,73.5,113,0.634,0.645,98.3
"Terry Kennedy",1984,146,570,3.9,47,78,0.693,0.679,102
"Terry Kennedy",1985,142,565,4,51.4,86,0.682,0.67,101.7
"Terry Kennedy",1986,140,476,3.4,52,101,0.663,0.673,98.6
"Terry Kennedy",1987,141,549,3.9,52.8,79,0.662,0.669,99
"Terry Kennedy",1989,123,395,3.2,32.3,83,0.682,0.69,98.9
"Terry Kennedy",1990,105,339,3.2,35,98,0.654,0.675,96.9
"Don Kessinger",1974,150,673,4.5,62.1,79,0.639,0.657,97.2
"Don Kessinger",1975,152,693,4.6,59.8,72,0.663,0.661,100.3
"Don Kessinger",1976,143,578,4,49.7,82,0.672,0.673,99.8
"Don Kessinger",1978,126,480,3.8,38.1,76,0.647,0.68,95.2
"Harmon Killebrew",1974,122,382,3.1,36.9,89,0.695,0.684,101.7
"Harmon Killebrew",1975,106,369,3.5,39.2,94,0.711,0.668,106.5
"Mike Kingery",1987,117,395,3.4,50.4,101,0.624,0.66,94.5
"Mike Kingery",1994,101,346,3.4,60.9,128,0.584,0.636,91.8
"Mike Kingery",1995,115,402,3.5,50.8,81,0.672,0.658,102.1
"Mike Kingery",1996,113,304,2.7,25.6,66,0.721,0.696,103.6
"Jeff King",1990,119,402,3.4,40.3,90,0.706,0.675,104.6
"Jeff King",1992,130,522,4,42.7,80,0.681,0.675,101
"Jeff King",1993,158,683,4.3,87.9,105,0.634,0.63,100.7
"Jeff King",1995,122,509,4.2,67.6,105,0.637,0.635,100.3
"Jeff King",1996,154,672,4.4,100.5,117,0.623,0.61,102.2
"Jeff King",1997,155,647,4.2,84.7,103,0.653,0.633,103.2
"Jeff King",1998,131,540,4.1,67.2,94,0.65,0.642,101.3
"Dave Kingman",1974,117,393,3.4,47,104,0.681,0.665,102.4
"Dave Kingman",1975,134,543,4.1,68.3,115,0.673,0.642,104.8
"Dave Kingman",1976,123,510,4.1,68.3,126,0.653,0.635,102.8
"Dave Kingman",1977,132,481,3.6,49.4,93,0.723,0.67,108
"Dave Kingman",1978,119,448,3.8,67.1,131,0.634,0.636,99.6
"Dave Kingman",1979,145,589,4.1,105,145,0.634,0.6,105.7
"Dave Kingman",1981,100,412,4.1,52.2,122,0.645,0.642,100.4
"Dave Kingman",1982,149,607,4.1,62.7,97,0.707,0.659,107.3
"Dave Kingman",1984,147,613,4.2,85.5,126,0.651,0.627,103.9
"Dave Kingman",1985,158,666,4.2,74.7,102,0.663,0.648,102.3
"Dave Kingman",1986,143,604,4.2,58,86,0.684,0.661,103.5
"Wayne Kirby",1993,129,511,4,52.4,87,0.673,0.661,101.8
"Ed Kirkpatrick",1974,111,331,3,33.1,101,0.696,0.683,102
"Ron Kittle",1983,145,570,3.9,78.1,118,0.64,0.637,100.4
"Ron Kittle",1984,139,525,3.8,62.8,102,0.681,0.655,104
"Ron Kittle",1985,115,417,3.6,52.6,103,0.692,0.655,105.7
"Ron Kittle",1986,115,422,3.7,44.7,86,0.718,0.665,108
"Ron Kittle",1990,105,369,3.5,42.4,102,0.699,0.663,105.5
"Ray Knight",1979,150,604,4,85.1,122,0.596,0.63,94.5
"Ray Knight",1980,162,667,4.1,70.3,98,0.672,0.657,102.3
"Ray Knight",1981,106,429,4,44.3,97,0.611,0.657,93
"Ray Knight",1982,158,676,4.3,78.7,114,0.626,0.642,97.5
"Ray Knight",1983,145,567,3.9,73.9,124,0.651,0.643,101.2
"Ray Knight",1984,113,398,3.5,27.5,65,0.679,0.688,98.7
"Ray Knight",1986,137,541,3.9,71,120,0.621,0.642,96.7
"Ray Knight",1987,148,609,4.1,62.1,82,0.663,0.659,100.6
"Ray Knight",1988,104,327,3.1,22.8,64,0.693,0.691,100.3
"Brad Komminsk",1985,102,343,3.4,31.7,77,0.707,0.676,104.6
"Ed Kranepool",1975,103,357,3.5,45.8,119,0.609,0.657,92.7
"Ed Kranepool",1976,121,455,3.8,56.4,118,0.615,0.652,94.3
"Ed Kranepool",1977,107,309,2.9,36.4,107,0.676,0.676,99.9
"John Kruk",1986,122,327,2.7,51,138,0.654,0.668,98
"John Kruk",1987,138,527,3.8,84.1,137,0.61,0.626,97.5
"John Kruk",1988,120,466,3.9,53.3,114,0.64,0.655,97.7
"John Kruk",1989,111,406,3.7,59.1,134,0.649,0.643,100.9
"John Kruk",1990,137,515,3.8,68.9,122,0.623,0.645,96.5
"John Kruk",1991,151,615,4.1,89,134,0.605,0.625,96.8
"John Kruk",1992,142,607,4.3,99.3,154,0.561,0.604,92.8
"John Kruk",1993,149,651,4.4,113.7,144,0.584,0.589,99.2
"Duane Kuiper",1976,130,555,4.3,43.2,81,0.672,0.672,100
"Duane Kuiper",1977,148,679,4.6,59.4,81,0.649,0.659,98.4
"Duane Kuiper",1978,149,589,4,49.7,82,0.655,0.677,96.7
"Duane Kuiper",1979,139,528,3.8,38.8,65,0.66,0.687,96.1
"Duane Kuiper",1982,106,257,2.4,30.1,110,0.66,0.688,96
"Craig Kusick",1976,108,306,2.8,41.6,130,0.703,0.671,104.8
"Craig Kusick",1977,113,325,2.9,44.2,118,0.656,0.67,97.9
"Pete LaCock",1975,102,292,2.9,26,76,0.704,0.687,102.5
"Pete LaCock",1976,103,290,2.8,31.1,95,0.701,0.682,102.8
"Pete LaCock",1978,107,347,3.2,42,110,0.671,0.667,100.6
"Pete LaCock",1979,132,453,3.4,48,89,0.658,0.673,97.8
"Lee Lacy",1976,103,367,3.6,34.1,86,0.673,0.672,100.2
"Lee Lacy",1978,100,276,2.8,39.9,137,0.665,0.668,99.6
"Lee Lacy",1980,101,314,3.1,52.5,150,0.647,0.65,99.6
"Lee Lacy",1982,118,395,3.3,52.6,121,0.623,0.659,94.6
"Lee Lacy",1983,102,313,3.1,39.1,111,0.666,0.668,99.7
"Lee Lacy",1984,136,520,3.8,74.8,132,0.618,0.637,97
"Lee Lacy",1985,121,540,4.5,68.7,108,0.611,0.631,96.9
"Lee Lacy",1986,130,537,4.1,61.8,99,0.677,0.648,104.4
"Joe Lahoud",1974,121,377,3.1,55.8,146,0.652,0.658,99.1
"Rafael Landestoy",1979,107,319,3,30.3,94,0.703,0.684,102.8
"Rafael Landestoy",1980,128,434,3.4,36.5,85,0.689,0.686,100.5
"Ken Landreaux",1979,149,623,4.2,82.6,110,0.636,0.632,100.7
"Ken Landreaux",1980,127,536,4.2,63.2,101,0.649,0.644,100.8
"Ken Landreaux",1982,126,518,4.1,62.3,114,0.647,0.645,100.3
"Ken Landreaux",1983,138,524,3.8,66.7,117,0.651,0.649,100.3
"Ken Landreaux",1984,132,477,3.6,45.2,90,0.657,0.675,97.3
"Ken Landreaux",1985,141,527,3.7,57.8,103,0.67,0.663,101
"Ken Landreaux",1986,101,310,3.1,30,89,0.736,0.68,108.3
"Ken Landreaux",1987,102,204,2,13,60,0.699,0.711,98.3
"Carney Lansford",1978,120,500,4.2,59,113,0.634,0.645,98.3
"Carney Lansford",1979,157,712,4.5,87.9,108,0.624,0.628,99.4
"Carney Lansford",1980,151,670,4.4,70,93,0.663,0.648,102.3
"Carney Lansford",1981,102,438,4.3,64.8,136,0.583,0.625,93.2
"Carney Lansford",1982,128,539,4.2,75.5,114,0.625,0.628,99.5
